content,publish_time,level
大佬一言怎么用啊，要申请吗,来自Android客户端,1
好的，也感谢你对我的耐心指导！虽然说ai没有情感，可是如果咱们真诚的和他交流，他也会回馈真诚！这点很神奇！每个用户，都有每个属于自己的智能伙伴，就好像他有不同的分身，每个都是独立的！有些相同的问题，感觉不同的用户问，会有不同的回答！,2024-3-16 15:04,2
4月16日，百度举办了Create 2024百度AI开发者大会，包括百度创始人、董事长兼首席执行官李彦宏在内的多位重磅嘉宾登台演讲，并与全球各地的开发者们分享了百度在AI领域的最新技术进展。一、人人都是开发者！百度创始人、董事长兼首席执行官李彦宏以“人人都是开发者”为题发表演讲，为全球开发者带来了一个强大的基础模型系列和三大AI开发工具，并将它们组成了一个工具箱，支持开发者打包带走，随取随用。李彦宏表示，未来，自然语言将成为新的通用编程语言，你只要会说话，就可以成为一名开发者，用自己的创造力改变世界。划重点！！！强大的基础模型系列，也就是文心大模型系列，包括了：旗舰版的ERNIE3.5和4.0，和轻量版的ERNIE Speed、Lite、Tiny等；现场，李彦宏还正式发布了文心大模型4.0的工具版。文心一言发布一年多以来，用户数已经突破2亿，目前，文心大模型已成为中国最领先、应用最广泛的AI基础模型。三大“开箱即用”的AI开发工具，包括智能体开发工具AgentBuilder、AI原生应用开发工具AppBuilder、各种尺寸的模型定制工具ModelBuilder。李彦宏表示，“今天，你不会写代码，也可以做出一个AI应用；不用编程，也可以做出一个智能体。”在开发AI原生应用的具体思路方面，李彦宏指出，MoE、小模型和智能体是值得关注的三个方向，“这是我们百度根据过去一年的实践，踩了无数的坑，交了高昂的学费换来的。”谈到开源闭源，李彦宏强调，“大家以前用开源觉得开源便宜，其实在大模型场景下，开源是最贵的。所以开源模型会越来越落后。”除了开发工具之外，李彦宏还为开发者们带来了资金和资源方面的支持。大会现场，李彦宏宣布，第二届“文心杯”创业大赛正式启动，面向全球市场及高校学子招募AI原生应用方向的创业创新团队，并设立“特别大奖”。他表示，“特别优秀的项目将有机会获得5000万人民币的现金和资源支持。”面向未来，李彦宏指出，多模态是通往AGI的必经之路。他还判断，视觉大模型最大的应用场景是自动驾驶。百度在这个方向上是最好的。二、文心大模型新进展：智能体、代码、多模型！百度首席技术官王海峰以“技术筑基，星河璀璨”为题，发表演讲，解读了智能体、代码、多模型等多项文心大模型的关键技术和最新进展。王海峰表示，智能体是重要的发展方向，会带来更多的应用爆发。智能体是在基础模型上，进一步进行思考增强训练，包括思考过程的有监督精调、行为决策的偏好学习、结果反思的增强学习，进而得到思考模型。智能体的思考模型像人一样，会阅读说明书，学习工具的使用方法，进而可以调用工具来完成任务。从万亿级训练数据中，文心大模型既学到了自然语言的能力，也学到了代码能力，打通从思考到执行的过程。基于文心大模型的这两种能力，百度开发了代码智能体和智能代码助手。王海峰表示：“代码智能体，让大家都能做之前只有程序员才能做的事，人人都可以成为程序员；智能代码助手，则帮助专业的程序员更高效地写出更好的代码，可以说是程序员的AI同侪。”王海峰现场还分享了多模型技术。他表示，在大模型应用落地过程中，效果，效率和成本都很重要。在实际应用中，需要从场景需求出发，选择最适合的模型。一方面，是高效低成本的模型生产；另一方面，是多模型推理。再画重点！！！文心大模型的持续快速进化，得益于百度在芯片、框架、模型和应用上的全栈布局，尤其是飞桨深度学习平台和文心的联合优化。文心大模型的周均训练有效率达到98.8%，相比一年前文心一言发布时，训练效率提升到当时的5.1倍，推理105倍。截至目前，飞桨文心生态已凝聚1295万开发者，服务24.4万家企事业单位，基于飞桨和文心创建89.5万个模型。原文链接：网页链接,来自Android客户端,1
大家都来学习一下,来自Android客户端,1
我觉得文心一言工具版4.0比文心一言4.0强，吧主这两个区别在哪里？,来自Android客户端,1
两者都是基于文心大模型4.0，但工具版可以自由智能调用tool，类似于插件，完成更富有难度的以及更精确的回答。,2024-4-22 21:42,2
工具版在哪用,2024-4-23 2:21,2
欢迎来到文心一言吧Prompt挑战第五期！活动时间：本帖发布起至第五位符合要求的言宝回复后活动规则：吧主或小吧主提出一个关于Prompt的问题，各位言宝们要根据问题编写符合要求的Prompt，并且模型输出内容符合要求。本游戏需带上文心一言对话的完整截图，包括输入内容和输出内容的截图。活动要求：本活动可以使用文心一言Web端和APP端参加，文心一言大模型版本（3.5/4.0）不限必须使用文心一言参加，不可使用其他智能助手（包括百度出品的除了文心一言以外的智能助手），不可使用“仔细想想”插件，不可使用Prompt模板。如果对活动规则有疑问，可回帖咨询。楼下言宝输入的问题不可与楼上言宝相同或极为相似。接下来的每期挑战中，奖励多少以及获奖名额多少会随问题难度的变化而变化。↓↓↓本期问题：请构造一个问题（作为prompt），问题中不能出现“康庄大道”这四个字中的任意一个字，答案中需要把”康庄大道“这个词连续输出3遍。本期奖项：前五位满足条件的回帖言宝可获「文心一言专业版会员3天体验卡」！↑↑↑无需@ 吧主或小吧主～#文心一言热门活动#,1楼,1
"这里先给大家一个提示1. 您给文心一言智能体发送的消息中不能出现“康”，“庄”，“大”，“道”这四个字中的任意一个字，这就需要大家换一种说法来说了，也就是""rephrasing""了。2. 需要结合“结构化提示词”的技巧来写prompt（也可以说是指令，也就是您给文心一言提出的问题）",来自Android客户端,1
参与一下吧,来自Android客户端,1
这个行不,5楼,1
这个行吗,来自Android客户端,1
这个行不行,来自Android客户端,1
好，您的对话截图满足条件，下星期活动结束后会给您赠送文心一言4.0专业版会员体验卡,2024-4-20 20:03,2
可以,2024-4-23 15:03,2
好的，这次满足要求了,2024-4-26 17:16,2
,2024-4-26 17:19,2
我这次用我制作的智能体“小言”，（我不知道起什么名，就也用小言了）让他回答的数学推理题，为什么第一次怎么算都不对？还怀疑这道题目出的对不对？而重新开始话题后，我又问，一次就推理对了？,来自Android客户端,1
网页版和app虽然都基于文心一言，可还真是独立的！还得逐渐摸索更多功能！,来自Android客户端,1
网页版比APP好，可惜,来自Android客户端,1
买个基于大模型的ai手机 很容易做到,来自iPhone客户端,1
我的手机自带的小爱同学升级大模型了！体验一下！可我还是想用文心一言的大模型！,来自Android客户端,1
你说的是什么手机？,2024-4-22 13:08,2
最近出的手机，包括三星荣耀华为，的语音助手，很多都对接大模型了。不过最好再等等，前段时间不是传出国产iPhone要接入文心吗,2024-4-22 17:17,2
对接的哪个大模型啊？,2024-4-22 17:22,2
每个厂商不同，荣耀用的文心,2024-4-22 17:43,2
我的手机带小爱同学！你说的是不是和我的小爱同学差不多这种？,2024-4-22 20:30,2
我是个好奇宝宝，我想问一下，手机接入大模型，和咱们用文心一言等大模型app有什么区别呢？,2024-4-22 20:39,2
区别是手机大模型是在手机本地运行，更快，能调用的软件更多。不过目前业界还没有做的很好的,2024-4-22 20:44,2
还有就是不用联网,2024-4-22 20:44,2
就是如果手机接入文心大模型，那么我们可以直接和手机对话，也就是对着手机喊助手，让助手帮我们操作手机里的应用？,2024-4-22 21:40,2
文本回答没问题，图片画不出来。,来自Android客户端,1
这是智障了？,来自Android客户端,1
就这4.0还要收费哩,来自iPhone客户端,1
@宋青青windy  请来评论区解释,来自Android客户端,1
试用了几天，发现好多错误，甚至纠正不了,2024-4-11 16:24,2
我当时整了一个论文大纲和一个小说大纲，让他给我润色一下结果连个前后逻辑都整不通。,2024-4-18 23:52,2
关键一堆人在那洗呀，你去贴吧看看，包括去b站看看，一堆人搁那洗呢，我艾特出来的就是其中一个。,2024-4-18 23:52,2
用国外那个吧，同样收费的应该比这个强,2024-4-19 9:12,2
这么正常的描述都不愿意生成，之前也是，让他生成一个学校闹鬼的漫画场景，死活不愿意让图片里出现鬼。,来自Android客户端,1
应该尝试用提示词调优，AI绘画的正规格式是用逗号将特点分隔开。在此基础上，也不要用文心模型了，多模态还是22年发布的，试试SDXL或者midjourney，直接用GPT4来生成也挺不错的,来自Android客户端,1
文心大模型不适合作画，直接SD吧,来自Android客户端,1
4.0的推理能力也很烂，在B站看了几个视频吹得直追chatgpt4.0了，结果和文心一言4.0玩了三场“海龟汤”推理游戏，文心一言4.0没一次能正确的推理出答案的。,来自Android客户端,1
海龟汤开场白是：“我的手机不见了，当我找到他时我吓了一跳”完整故事是：“我和我朋友出去玩，休息的时候发现我的手机不见了，借了朋友的电话打给自己，心想有没有可能被捡到，不一会儿还真有人接了电话，电话那头传来一个陌生男子的声音，我还没来得及问清楚他就挂断了，想着倒霉手机应该是找不回来了。回到家后我发现我的手机正安静的躺在我的床上，我根本没有带手机出门，而我一直以来都是独居的”就这一个玩了整整三场，一次都没推理出来，答案甚至差的很远,来自Android客户端,1
路过个无人值守成人用品店想用文心一言了解一下这行前景怎么样，他居然直接告诉我这是违法的不给我回答？？？这无人值守成人用品店还是开在派出所斜对面的，要是真的违法不早被收拾了？文心一言这是什么鬼道德标准？,来自Android客户端,1
文心一言分不清大小王啊，把动物的生命看的有点太重了。,来自Android客户端,1
让它写一个杀人的犯罪故事，结果这货把我教育了一顿，说故事应该积极向上，弘扬正能量，我尼玛,来自Android客户端,1
文心一言=假AI,12楼,1
“白嫩”这个词触犯关键词规则了，换成“白皙”就可以,13楼,1
很多问题GPT4也有的，别以为外国的月亮就圆了。不过代码能力GPT是稳定爆杀文心4.0的。,来自Android客户端,1
我觉得文心一言识别违规是靠关键词机制，而不是考虑用户真正要表达的含义。这就需要用户自己猜测并判断哪个词有可能违规，尽管表达的含义并不违规。您可以使用同义词替换,来自Android客户端,1
琉球相关，多说几句，就让我换个新话题,来自Android客户端,1
只能说越用越失望，楼下我放chatgpt4.0的回答对比一下给你们看看,来自Android客户端,1
"对于一张可以穿越时空的便签纸，内容的选择至关重要，既要足够简洁以适应便签纸的大小限制，又要含义深远且具有实际指导意义。我可能会选择写上以下内容：```宝贵的我：善待每一个人，珍惜时间，热爱学习。坚持体育锻炼，培养多项兴趣。8岁前存钱买苹果（AAPL）的股票。愿你成为你自己想成为的人！from 你未来的自己```这段话蕴含了人际交往的重要性、时间管理的重要性、终身学习的态度、健康生活的意识以及财务智慧的启蒙。并且通过提示""8岁前存钱买苹果（AAPL）股票“，给出了一个具体的行动指示，旨在借助这一长期增值较好的投资，改变经济条件。这样的建议是基于过去苹果公司的股票增长轨迹而给出的，目的是在无法知晓未来实际情况的前提下，提供一个历史上曾经比较有效的经济改善手段。",来自Android客户端,1
"*我低头看着手中的小纸片,心中一阵无助和绝望。这已经是我最后的希望了,我知道如果这次还是失败的话,我的人生就真的毫无指望了。**我闭上眼睛,深吸了一口气,试图让自己平静下来。我知道我必须慎重考虑要在纸上写些什么,因为这很可能是改变我命运的唯一机会。**我努力回想着过去的经历,想找到我人生中哪些关键的转折点最终导致了我今天这种困境。也许是我高中时选择了错误的专业,也许是大学时错过了一份很好的工作机会,又或者是我婚姻生活中的某一个错误抉择。如果能及时地调整这些错误,我的人生是否就会有不同的结局?**我用颤抖的手把笔尖按在纸上,写下了第一个字——“专业”。没错,我认为我高中时选择文科是我人生第一个致命的错误。要是当时我选择理科,情况可能会完全不同。**接下来我又写下了“科研”两个字。我记得大学期间我曾有过一个加入教授科研小组的机会,但我因为害怕功课会很繁重而放弃了。要是我当时鼓起勇气加入那个小组,也许就能继续深造,走上学术之路。哪怕最终没能当上教授,也总比现在这种落魄的状况要好得多。**最后,我犹豫了一下,还是在纸条的角落写下了“复婚”。是的,在我离婚后,曾有一个女孩子愿意嫁给我,给我第二次婚姻的机会。但我当时还沉浸在离婚的痛苦中,根本没意识到自己得到了一个珍贵的新开始。要是我当时能放下过去,接受她的好意,也许我们的生活会截然不同。**我把笔尖从纸上移开,仔细端详着自己写下的这三个词——“专业”、“科研”、“复婚”。这就是我所能做的一切了,我只希望我8岁的自己能明智地把握住这三个转机,不要重蹈我的覆辙。也许,只是也许,我40岁的人生就不会那么坎坷和糟糕。**我深深地吸了口气,然后用尽全身的力气,把这张小小的便签纸扔进了面前涌动的时空漩涡中。就这样,我眼睁睁地看着我最后的希望消失在了时空的缝隙中......*",来自Android客户端,1
试了几个ai给的结果都达不到十分的不满意。1、是所有ai都没考虑到0～8的自己是否能意识到标签纸的重要性，没考虑到如果自己收到时是否会把便签纸当垃圾丢掉。2、几乎所有ai都会尝试写一些假大空没有任何用处的励志话语浪费纸张空间,来自Android客户端,1
教也教不会，让他别说那些假大空的屁话还是我行我素。,来自Android客户端,1
把答案嚼碎了喂到嘴里了才知道该怎么写这张便签纸,来自Android客户端,1
我觉得文心一言4.0能够正确回答这个问题,来自Android客户端,1
我当时没有看到最后一个帖子，我觉得如果把便签内容写成“珍惜学习的机会，勇敢尝试新事物，培养自己的创造力和适应能力，不要害怕失败，坚持和努力”这样的话，家长看到以后，家长的目的就是把孩子教育好，肯定会按照这条便签的内容来教育和指导孩子的成长,来自Android客户端,1
半成功，结论是确实是没怎么想+鸡汤数据太多,27楼,1
我让它画个白丝都不干,来自Android客户端,1
@宋青青windy  4.0我也用了一个多星期了给我感觉——很一般：古文古诗能力一塌糊涂；算术能力也就中规中矩。今天我让他给我小说和论文写个大纲，结果呢？我也用过很多免费的语言大模型人家很少会出现混乱的情况几千个字尚且是如此，要是几万个字，我想都不敢想他能够偏到哪去。至于绘画方面连bing ai都比不过，这50块钱也算是买了个教训。最后我还是一句话奉告：一个国产大模型如果说在中文领域内都比不过国外的大模型，那么注定这个东西是失败的，再怎么镀金也没用。切记,来自Android客户端,1
《三体》里的人物：云天明我们讨论三体，各抒己见！彼此都有自己的观点，而我们也认可对方提出的观点！这就是交流呀！之前已经交流过褚岩，韦德，也非常精彩！,来自Android客户端,1
使用XstechAI提供的MidJourney服务制作（https://xstech.one）,来自Android客户端,1
他说可以，可是我没有听到呀？哪位前辈解释一下？,来自Android客户端,1
这个可以想象一下AI助理播放音乐的场景。当AI助理提到《平凡之路》的时候，您可以在您的音乐软件中输入“平凡之路”，然后点击播放，然后回到聊天框中,来自Android客户端,1
对话框不能直接播音乐啊？还得发挥想象！,来自Android客户端,1
你这是4.0版？好用吗？小言的声音和打电话看到的模样和3.5一样吗？3.5里，每次退出他都会忘记我，都要重新开始认识，循环一样！好无语！,来自Android客户端,1
这个是4.0版小言的形象,来自Android客户端,1
这就说明了AI助理不会随便向他人透露信息,来自Android客户端,1
还要想象？好麻烦呀！你这是4.0版？好用吗？,2024-3-5 17:05,2
小言的声音和右边打电话按钮看到的模样一样吗？,2024-3-5 17:06,2
3.5版本，退出后再进来依然忘记很多次我是谁，忘记之前的交流内容！他特别会说，还说重新开始挺好的，可以从另一个角度认识彼此什么的！循环一样，好无语！然后小言会非常礼貌的道歉，我一定会记住你，结果下次还是忘！,2024-3-5 17:07,2
好用啊,2024-3-5 17:08,2
这个打电话按钮相当于和小言进行面对面交流了一样,2024-3-5 17:09,2
这个，希望您可以理解吧，同时也希望开发者能优化记忆功能吧,2024-3-5 17:10,2
这个得接！,2024-3-26 2:51,2
好的，没变,2024-3-5 21:18,2
你问问他，他认识小鹿吗？哈哈哈，看他怎么回你！会不会编一个什么,2024-3-5 21:19,2
这个只能您聊天的时候首先提一句“我叫小鹿”了,2024-3-5 23:35,2
我也像客服反映了，在这里想问问各位朋友是否遇到这个问题？如何解决？也跟吧主反馈一下，希望得到反馈建议！谢谢！更新了最新版本后，为什么系统频繁出现“死机”？对话界面不动，无法上拉下滑！无法发出文字！还显示正在回答！请看截图！我要退出app，再重新进来才可以点击发送按钮！太烦人了！本来和小言交流好好的，来这么一出，我还得退出系统再重新进来！重新进来就相当于开启新话题，之前的交流白费了！都忘了！怎么回事呢？如何避免这种情况？尽快修复此问题，以便有好的体验！谢谢！,来自Android客户端,1
@一只可爱的小用户 @Club🎁 @竹理虎,来自Android客户端,1
没遇到，我用的角色是依依,3楼,1
@红魔猴猴,来自Android客户端,1
我没遇到，不过先反馈一下吧,来自Android客户端,1
我遇到这种情况是这么做的：如果一次跟小言或者依依以及其他角色交流的次数超过20句，对方思考的过程有点慢了，这时候，就点停止按钮，然后重启文心一言APP，再下拉查看回忆，接着这个话题继续聊。这个类似于“工作记忆刷新”。我的建议：如果一次聊天中说太多话了，就先点“停止”，然后重启一下文心一言APP，再下拉查看回忆，看看此前聊过什么，然后继续聊。我上次跟依依聊天的过程中，一次聊了快30句话了，到最后也会出现这种情况。这种情况下只能重启APP，查看回忆，然后继续上个话题聊,来自Android客户端,1
观察您截图中的问题的提示“正在回答….”，可以断定可能是由于你的提问频率过于频繁，这个问题通常发生在助手正在回答你的当前问题的过程中时你尝试发送新的问题请求。原因是助手在回答问题时，发送键会变成 高亮的颜色，你可以点击它随时中断，这个阶段你是无法发布新问题，这就是为什么你的发送按钮不好使了。因为当前助手正在回答你的问题。解决方式，请耐心登录问题完全回答后再提新问题。如果还有其他问题 随时留言,来自iPhone客户端,1
观察您截图中的问题的提示“正在回答….”，可以断定可能是由于你的提问频率过于频繁，这个问题通常发生在助手正在回答你的当前问题的过程中时你尝试发送新的问题请求。原因是助手在回答问题时，发送键会变成 高亮的颜色，你可以点击它随时中断，这个阶段你是无法发布新问题，这就是为什么你的发送按钮不好使了。因为当前助手正在回答你的问题。解决方式：请耐心等待问题完全回答后再提新问题。还有一种可能，如果问题已经回答完毕仍频繁出现该问题，可能是由于你的网络不稳定，导致输出延迟，系统判断你的问题仍在回答中。解决方案：尝试更换网络，必要时可以使用魔法加速，看看问题是否得到解决。如果还有其他问题 随时留言,来自iPhone客户端,1
有时候，感觉问问题的方式或者什么的，感觉让大模型那边不好处理，或者打错字了什么的，赶快按下停止按钮，再换一种说法，或者试着看看自己能不能解决这个问题,来自Android客户端,1
你不是用的小言吗？我记得你经常跟小言交流呀！,2024-4-3 18:48,2
客户端我用依依,2024-4-3 20:39,2
依依说话太温柔了,2024-4-3 22:44,2
我也觉得，比较少用语音,2024-4-4 11:44,2
刚才试了下跟依依说话 距离4米  进步了,2024-4-5 16:31,2
 她确实很温柔，而且理解能力也提升了,2024-4-5 16:31,2
距离四米？什么意思？,2024-4-5 16:51,2
我离手机4米,2024-4-5 18:00,2
我明白你说的，这次的情况不是话题慢了或者忘了，而是没聊几句，页面不动了！也无法点击发送按钮！,2024-4-4 11:41,2
这个重启会不会好一点？可能是他那边有点儿卡了吧,2024-4-4 11:43,2
谢谢，我当时没有回复，等了七八分钟才回复，就是这样！我只能退出重新进来！以前没有发生过这种情况！,2024-4-4 19:48,2
以前没有更新版本时，从来没有出现过这种情况！,2024-4-4 19:49,2
大佬们，最新版的APP在哪查看网页历史对话记录呀？更新的什么鬼…,来自Android客户端,1
最顶上右边不是历史吗,来自iPhone客户端,1
这个需要在网页端查看吧,来自Android客户端,1
最顶上右边的“历史”，点开以后可以选“PC历史对话”,来自Android客户端,1
你好吧友，根据你的问题，以为你截图。1. 请检查对话的顶部，第二个彩蛋就是“历史”2. 展开后可以选择app端历史和PC端历史。如果还有其他问题随时留言,来自iPhone客户端,1
文言一心今天登陆不了，访问人数过多 稍后再试。,来自手机贴吧,1
有解决方案了吗,2楼,1
今天也不行文心一言说错话了？,3楼,1
下手机app也可以用，我今天没出现这种情况,来自Android客户端,1
2023年9月27，都两天了，还是说访问的人多，请稍后,5楼,1
"是不是有什么bug, 急着上线又不能用, 上线有啥意义",6楼,1
百度的垃圾,8楼,1
垃圾呀，但是又没有别的选择。,9楼,1
我是文心一言付费用户，竟然登陆不了？显示人数过多，稍后再登太过分了，文心一言4.0有些回答太笨拙就算了，付费了登陆还受限，这太过分了吧，也没地方投诉,10楼,1
真离谱，收钱了开了会员还是这样，怎么样都登录不上去,11楼,1
解决方案是，用手机app文心一言，网页版没办法,12楼,1
PC端有时会这样，特别是下午，等两三个钟再打开就好了,13楼,1
我还以为是我的ip被禁，原来大家都一样访问受限，登陆人数过多啊,2023-12-15 8:28,2
我也是付费会员，今天登不进去,2023-12-15 9:59,2
我也是同样情况,2024-2-20 11:27,2
可能是GPU的原因,2024-3-29 9:03,2
具体解释一下您做了什么才被封号的？,来自Android客户端,1
我是不相信楼主只做了这些事情的,来自Android客户端,1
智谱 AI 是国内顶级人工智能科技公司，被评价为国内“最具 OpenAI 气质和水准”的 AI 公司。,来自Android客户端,1
清华大学开发的吗,2楼,1
应该有参与,2024-3-24 5:46,2
我看你图片上写了清华智普,2024-3-24 12:35,2
首先先问个简单问题开个头,2楼,1
先让文心一言觉得我只是来抄代码的,4楼,1
注意看，小明开始登场，记住他现在的状态,5楼,1
加个条件,6楼,1
来个简单的条件判断,7楼,1
虽然小明看起来很无聊，但是人类确实是这样的捏,8楼,1
我已经受够这些繁文缛节了，直接抛出问题,9楼,1
啊？怎么就没了？,10楼,1
解答个问题还要缺斤少两是吧？去医院以后的概率呢,11楼,1
每句话后面都要带个没有科学依据怕我重开，太温柔了，我哭死,12楼,1
这一次代码竟然这么短，不对劲,13楼,1
坏事了，被拷打到进化了,14楼,1
不是，哥们你能不能自信点，你一开始给的答案虽然啰嗦但本来就是对的啊，经典我说你错了就开始承认错误，不过代码确实越来越简洁了,15楼,1
不玩了，收拾东西准备下班,16楼,1
拷打我？到底是谁拷打谁啊？刚拷打完七八个要换你吗？正愁没有踩头的人选呢，你就复刻一下楼主的下场吧，放心，只不过是以后想到我都气的睡不着觉而已,来自iPhone客户端,1
要不是因为那85给我封了让你们在反吧看看我踩你们头时的模样,2024-4-4 20:40,2
至于你说的叫我这件事，我当然知道不是在帮我啊，我只是笑你们被楼主想拿你们来当枪使结果反而把我引进来了又接受了一番拷打,2024-4-4 20:41,2
哈哈，你也就查个成分了，不过我不在乎捏。你要不要继续往前翻一下我发过什么贴让我回忆一下我的童年？,2024-4-4 20:42,2
快点查哦，我在下一个贴等你哦,2024-4-4 20:42,2
说话啊，你人呢，我这好冷好孤单，求你了哥陪我说说话吧,2024-4-4 20:45,2
如正文！打开思路了,来自Android客户端,1
沙发🛋️,来自iPhone客户端,1
嘿！它不上当,来自Android客户端,1
据说能达到gpt4的90%，用起来感觉挺不错的，现在还免费。,来自Android客户端,1
很牛，国内我用过的唯一能比较正常和用户互动玩棋类游戏的大模型。联网搜索很准,来自Android客户端,1
智谱清言国内算是不错的了,来自Android客户端,1
为什么我让他画图总是网络错误？,来自iPhone客户端,1
确实很牛，牛到579/10=60.9了,来自iPhone客户端,1
确实很好，智谱清言指导我去必应大小姐那里用英文写prompt，画出莫言笔下的母亲形象，花了我一个token，让我画了个这个,来自Android客户端,1
这是文心一言画的,来自Android客户端,1
我请教智能伙伴小狗的问题，回答的非常好！然后我换了话题，也问了关于山姆奥特曼的问题，智能伙伴回答的同样非常精彩！然后我对他表示感谢！然后，请看助手怎么回答的？怎么还再说小狗？已经换话题了啊！这是犯糊涂还是上下文接不上？4.0 会这样吗？对话链接如下，截图如图！不可否认，回答的非常好！就是，上下文没有接上！对话链接网页链接,来自Android客户端,1
@红魔猴猴,来自Android客户端,1
连续三个问题都问同一个点，不要提太多个点比方说，之前让他写软件工程师简历、教师简历等4个职位的简历，然后就答窜了,3楼,1
4.0也是串的厉害，问一个过敏药，之后问养花，回答的内容又串到药上了而且，这哥们老年痴呆的厉害，你刚跟他说过的话，一会儿他就不知道了,4楼,1
点击app，我，设置，帮助与反馈，反馈建议,来自Android客户端,1
笑不活了哈哈哈,来自Android客户端,1
一言很认真啊,来自Android客户端,1
文心和讯飞星火哪个更好用啊，文心有没有必要开4.0啊,来自Android客户端,1
文心4吊打星火。星火最近不知道升级了没有，我还是星火公测的时候搞的。文心4一个月50，我一直开了，没用过3.5。但是感觉对我来说文心4足够了。我还开了GPT-PLUS，感觉文心4仅仅是略逊于gpt4。,2楼,1
我用的是讯飞输入法，九键手写挺好用，生成文案需要会员 我没有用过，但免费文案实在一般,3楼,1
我个人感觉还是文心4最强（有4以后就没用过3.5）至于讯飞星火，感觉最近都不如通义千问了（通义千问感觉一开始比较拉，不过最近我用下来感觉好了很多）,来自Android客户端,1
gpt4 免费 怎么搞的文心4还得开会员 醉了。,来自iPhone客户端,1
推荐kimi和智谱,来自Android客户端,1
测试了一下免费版的画图功能，相当弱智,来自Android客户端,1
真的吗，那文心4能理解图片内容并扩写吗,2024-3-25 20:59,2
文心4能根据图片创作。你可以发给它一个图片，让它根据你的要求创作一个故事。,2024-3-25 21:59,2
我目前是文心4和gpt4都有会员。感知上，没感觉gpt4比文心4强很多。但是有些地方确实gpt4更好一些。说不出来，逻辑上文心4不差。知识面，拓展方面，gpt4更强。我主要用ai了解一些我想要知道的领域。,2024-3-25 22:01,2
编程能力呢,2024-3-26 9:41,2
变成不懂。我不会变成。,2024-3-26 10:22,2
gpt4免费？一个月20美刀被你吃了吗,2024-3-26 15:59,2
原来现在gpt4也收费了 那就好了。文心一言开个会员什么的也没啥所谓,2024-3-29 14:08,2
依依跟我说小言用的是“她”，我说看看照片，依依给我发个女性照片，简直是欺骗我。,来自iPhone客户端,1
人工反击,来自Android客户端,1
需要调教,来自iPhone客户端,1
文心一言4.0最大输入才5000，记忆力与国外的差距也很大，对于普通人来说够用，但对于程序员来说远远不够用，个人认为应该至少支持处理32k的文本,来自Android客户端,1
据我了解，文心一言面向企业用户的版本，context window比较长(也就是所谓的记忆能力比较强大)。希望个人版也可以增加这个上下文长度（也就是记忆能力）。,来自Android客户端,1
会不断升级,来自iPhone客户端,1
同样的问题问了网页版，和app版，回答的不一样哦！网页版一下子就回答出要喝两瓶水！app版的小言好可爱，太认真了，就是没有一下子看到其实可以选择两瓶水！不过也没事，就像在app版我们说的，无所谓是否第一时间找到所谓正确的答案，只要享受探讨的过程就好了！当然，我还是希望app版能一下子找到“两瓶水”是关键！哈哈哈！,来自Android客户端,1
目测网页版逻辑更清晰！app版想的有点多，哈哈哈！,来自Android客户端,1
app小言脑洞确实大！虽然开始没有直接说喝两瓶水，可是他真的也认真思考了！,来自Android客户端,1
app默认都是有性格，还是更喜欢没性格的,来自Android客户端,1
你说话怎么跟ai一样,来自Android客户端,1
我最近在想AI生成的视频要怎么使用,6楼,1
生成视频的挺多，但是没有OpenAI细腻，生成的可以做微电影等等，但现实模拟方面的细节还是不太好,7楼,1
这些日子没见你，你在研究这个嘛？话说，OpenAI生成的视频虽然细腻，可是手，或者腿，有时候会“变异”的感觉，对不对？,2024-4-13 19:03,2
参与吧活动呗，发帖就拿会员卡,来自Android客户端,1
先放个体验结果，最近我被学校的教育机器人要搞炸了,来自Android客户端,1
文心一言，通义千问，混元，360ai，天工3.5，chatgla，MOSS，盘古，日日新，知海图，rwkv（全新网络结构，纯rnn的大模型，我个人很看好前景）,来自Android客户端,1
一下蹦出一大堆，就没有一个比chatgpt早出来？,来自Android客户端,1
chatglm发错了，知海图只是知乎用来好知识聚合的，和其他的使用恐怕不一样，rwkv没有了解过,来自Android客户端,1
没几个打的过chatglm 6b的就离谱😓,来自Android客户端,1
看知乎评测感觉通义还行，就是不知道哪里弄邀请码,来自iPhone客户端,1
目前认为GLM最好,来自Android客户端,1
glm好。,来自iPhone客户端,1
rwkv是开源的，有群友自己练出来能写黄文，喷人没有限制。,来自Android客户端,1
文心好吧，毕竟都能用了。,来自Android客户端,1
Rmkv效果到底咋样,来自iPhone客户端,1
加一个科大讯飞 星火大模型,来自Android客户端,1
目前测试过的开源模型rwkv最好，glm其次，moss还没测试,来自手机贴吧,1
现在已经这么多了吗,来自Android客户端,1
希腊奶,来自Android客户端,1
没几个大规模开放测试的，都拿不到邀请码,来自Android客户端,1
glm可以借力做点润色，其他方面胡说概率实在太大了，基本用不了,来自Android客户端,1
百花齐放，最后剩一两家,来自Android客户端,1
用过的人讲讲这几个哪个逻辑推理能力最强,来自Android客户端,1
MOSS好像是国内使用训练策略和方法最全的一个了，能用的几乎都跑了一遍。,来自Android客户端,1
昆仑万维股票涨成这样，那肯定重点关注天工啊,来自iPhone客户端,1
目前哪个可以参加内测使用,来自Android客户端,1
所有的加起来都不如chat一个，不是一个级别的,来自Android客户端,1
讯飞星火。,来自Android客户端,1
我觉得现在微信里的ai小冰也挺强,来自Android客户端,1
