content,publish_time,level
给你个中专🐶急得到处撒尿恶心老子，废物玩意👎,来自Android客户端,1
蒸馏是很寻常的技术，各家的所有模型都有做蒸馏,来自Android客户端,1
byd哈工大出来都不会翻一翻ds论文？评价是飞舞一个,来自Android客户端,1
lz还会发新的吗我随时恭候,来自Android客户端,1
一天一遍发，我倒要看你们是真懂还是假懂,来自Android客户端,1
造谣是犯法的,来自iPhone客户端,1
为什么江浙沪的ip都懂一点，而你们这些教育落后的地方的ip都是狗嘴里吐不出象牙呢？,2025-2-4 16:24,2
论文都不看就来这里硬鉴，可见是收了钱的。 当然如果连钱都收不到那更可悲了,2025-2-4 19:07,2
你看懂了吗？你看懂ds的算法了吗？还不是人云亦云,2025-2-4 19:11,2
为啥看不懂？grpo算法，mtp等等很难理解吗？,2025-2-4 19:17,2
那你比我强，我是计算机废物，你多说两句,2025-2-4 19:17,2
这种最基础的理解难道你都做不到吗？那可真有愧于这两所学校对你的栽培了。,2025-2-4 19:18,2
哪有什么强不强的，无非术业有专攻，但你连计算机都不懂，你来鉴ds属实有点抽象了。,2025-2-4 19:19,2
这图是外网传的，我没加自己的观点，你要是能反驳，我也不狡辩,2025-2-4 19:19,2
只是deepseek太火，是个人都能说两句罢了,2025-2-4 19:20,2
我做卷积神经网络的，我怎么懂自然语言模型,2025-2-4 19:22,2
快进到笑话吧,来自Android客户端,1
所以这个吧的这群低端文科生到底什么档次的垃圾？,来自Android客户端,1
我就问openAI也认识咱的顿公公吗？,来自iPhone客户端,1
诶呦喂，直接删了评论，怪不得看不见，乐呵了,来自Android客户端,1
还真有这种吧，感觉有种原始人拿木棒威胁无人机航拍的美,来自Android客户端,1
人类进步就是一步一步叠的。在bb滚去石器时代去,来自Android客户端,1
这种贴的受众不是你们这些回帖的人 而是那些对ai 不了解有经常用贴吧的人 比如口吧 它不一定要洗聪明人的脑 只需要继续让无知的人保持无知 这种帖子越是小众 越会让那些自认为众人皆醉我独醒的人保持优越 认为自己的认知是正确的,来自iPhone客户端,1
其实很简单，如果dp真的那么real，那他应该很快就能吊到比gpt多的多的鱼，而不是一直和gpt五五开。看看短期内dp性能能不能断层领先就可以了。如果不能，可以判定为抄试卷。,来自iPhone客户端,1
直接上源码，先分析代码所在模块，然后逐行分析每一行代码是干嘛的。花个几把图写几个文案。你咋不画你是美国总统呢是因为不想吗？啥也不懂，我说了就是。那其实真可以当总统，不比当狗赚的多啊？有料上料，没料就去找。不懂装懂太可怜了,来自iPhone客户端,1
DS一开源，OpenAi就用中文思考，好难猜哦,来自iPhone客户端,1
所以怎么你个弱智急了直接删评论了，扣帽子看你扣的挺好的，不管三七二十一上来先给对面上个低学历buff，哦哟，你可真厉害,来自Android客户端,1
你懂吗？,来自iPhone客户端,1
这个吧没有文科生,2025-2-4 23:43,2
你不就是？社会垃圾,2025-2-4 23:45,2
因为dp没钱，现在名声打出来了，会有更多投资者投资，可以扩大训练规模，将来可以成为chatgpt的平替,2025-2-5 13:19,2
弱智不配留在评论区,2025-2-7 12:22,2
deepseek说中文有许多词起源于日本百度说起源于中国Deepseek的屁股不能再歪了,来自Android客户端,1
搜了一下，还真有这种吧笑死我了,来自Android客户端,1
好串。,来自Android客户端,1
有一些新词，本来是西方的概念，没有对应的汉字词汇，的确起源于日本，毕竟他们接触西方较早。,来自Android客户端,1
中国古代“经济”一词的确早已有之，但是那时它的意思还不是“economy”,来自Android客户端,1
本来就是起源于日本你不知道日本也用中文吗,来自Android客户端,1
起源于日本就不是中国字了？,来自Android客户端,1
各个语系都存在一定数量的外来语，很正常的事。,来自Android客户端,1
日语反哺中文是常识,来自Android客户端,1
大大方方地承认就好了：日本的文化是来源于中国文化，所以有大量的汉字，作为第一个接触西方世界的汉字文化圈，有很多近现代的名词就是直接从日本那边拿过来用的。,来自iPhone客户端,1
没毛病的,来自Android客户端,1
不认字是吧「现代的经济一次是我国人引用日本人翻译的结果」,来自Android客户端,1
群众，党派，派出所这些词中文根本没有，怎么办？手机nfc功能中文也没有，至今也没有。,来自Android客户端,1
这都是当年鲁迅他们搬过来的词，近代在人文科学这边受日本影响太多，而且那时候日本人写字还全是汉字呢,来自Android客户端,1
看看是不是还有deepseek内鬼吧,2025-2-8 0:54,2
中国的报警电话110和派出所也是从日本直接拿来用的啊，有什么问题吗？,2025-2-10 12:02,2
但日本话起源于浙江,2025-2-9 1:28,2
你这么说就属于抬杠了,2025-2-9 6:45,2
我记得日本有本地语言，但后来引入大量中文成分,2025-2-9 7:31,2
发音和词汇很多从浙江这边引入的，比如什么什么样，浙江这边方言就这么说，你看医院报告单里就有很多有什么什么样的词汇，是从日本引入的比如动脉粥样化,2025-2-9 7:52,2
“经世济民”你跟我说是日语？,2025-2-9 9:08,2
“经世济民”古已有之，但和现代的“经济”含义不同,2025-2-9 9:12,2
含义怎么理解是你自己的事情。这个词早就在用了。多读点书你就不会去信什么“经济”是日语舶来品的鬼话了，就如同“电”这个词，都用了上千年了，你是不是觉得是特斯拉以后才有电的？,2025-2-9 9:49,2
怪不得浙江汉奸多，原来是有共同语言,2025-2-9 10:16,2
我的，我没看这吧名，忽略我哈谢谢,2025-2-9 10:19,2
只能说古代有经济这个概念，但是没有这个词,2025-2-8 23:43,2
有的，不过和现在不是一个意思，差不多就是经世济民的缩写,2025-2-9 11:21,2
古今异义呗，词有，意有，但对不上，日本给对上传过来，本质不冲突,2025-2-9 14:25,2
对，但是这个词是写读书人的，可能现在翻译也是有参考吧，这个确实难定义,2025-2-9 14:38,2
古代确实有经济，但和我们现在的意思不一样，尤其是文言文里有经济这个词,2025-2-13 14:38,2
其实那叫汉字,2025-2-12 23:35,2
没什么区别啊🤔,2025-3-27 9:29,2
中文写日本人名字说明他起源日本，那日文写中国人名字说明起源中国，不知道楼主要表达啥，我感觉就是一大莎碧或者坏。,2025-2-8 23:00,2
日语反哺个锤子，日语毁坏了很多中文的本来意思，比如“主义”，这俩汉字根本不是英语里的意思，鬼子直接拿来硬贴英语，现在谁还记得“主义”在汉语里原本的意思？,2025-2-8 16:47,2
这就是文字正常的发展过程啊？总不能回去用甲骨文吧？,2025-2-8 16:57,2
甲骨文发展是字形变化而非含义变化，日语胡乱拼接汉字导致祸乱汉语词汇本意，贻害无穷,2025-2-8 17:07,2
是的，你是对的，顺从,2025-2-8 17:12,2
想当初大清王朝也是这么想的，闭关锁国教训还不明白？,2025-2-9 12:12,2
反哺就是反哺，人家怎么用，你拿过来默认了就默认了，什么叫毁坏？而且毁坏了不照样用？现在一堆人不也把字错读改的官方都变读音，另外这样搞都别学了，进化不能叫进化，得改成天演，按严复和老一套的词汇，注音拼音也废弃掉，改成过去韵切和读音认字，汉字也不能简化，重新用繁体,2025-2-9 15:07,2
你默认了不代表别人默认了，你爱用错误的含义你自己用呗,2025-2-9 21:35,2
你还在喜欢用古文说话，那确实你的事，你猜通假字，韵切乱拼读是怎么来的？,2025-2-9 23:18,2
贻害日本人的，你自己捡过来用上了怪人家？,2025-2-10 12:08,2
对，那个年代很多西方书都是日本先翻译，中国再翻译日文版,2025-2-8 16:29,2
nfc叫碰一碰,2025-2-8 22:06,2
NFC也叫近场射频,2025-2-8 22:06,2
这不就是为了纯黑而黑吗？要不然就是没受过九年义务教育,来自Android客户端,1
有些词古代和现代根本不是一个意思。新的意思。有的就是从外国传入，并且找了一个古以有之的词重新定义。纯属为了黑而黑。,来自Android客户端,1
现代用的概念是来自西方的，但是直接来源大多是日本，词还是本地词，意思换了,来自Android客户端,1
那会的很多书都是英文先翻译日文再被学者们翻成中文的,来自Android客户端,1
虽然但是，这是一个事实：很多现代词汇就是日译外然后中译日来的,来自Android客户端,1
九漏鱼还能靠这发帖赚钱？钓鱼呢是吧？,来自Android客户端,1
别的不说地质年代的很多中文名称就直接引用日本翻译的,来自Android客户端,1
共产主义还是我国从日本开始才接触到的（还有法国留学生）这又有啥呢？关于经济这个人家说的也很明白吧，是现代用法，古时候中国的经济一词跟现代经济学不是一回事好吧。,来自Android客户端,1
差不多得了,来自Android客户端,1
来自日本汉学家有问题,来自Android客户端,1
说的没错 这些都是和制词汇,来自iPhone客户端,1
那时候本子还没掉进片假名地狱，翻译的一些专有名词确实有直接拿来的价值。,来自Android客户端,1
融合，不仅指让外人信奉中国文化，也指中国文化吸收外来文化。历史证明，没有文化大融合，就没有经济大发展。,来自Android客户端,1
韩国：这我熟,来自Android客户端,1
确实很多东西是，日本翻译西方的，然后我们翻译日本的,来自Android客户端,1
楼主纯种狗而已，没必要跟狗一样,2025-2-9 21:14,2
对，比如泪目，动漫弹幕里经常出现，抄的翻译,2025-2-8 23:35,2
马列里面一半词是日本人翻译的,来自iPhone客户端,1
我看着百度和DS解释经济这个词说的没有差别啊，只不过百度解释了古代经济一词的意思,来自Android客户端,1
百度说的，你的百度是什么我不好评价,来自Android客户端,1
就连饭店旅店学校街道幼儿园派出所商店等等等等都是，基本上现代常用词组都是,来自Android客户端,1
这是事实，但是并不是不可以接受或者丢人的事。,来自iPhone客户端,1
ds说的还真没错…这些词都是英语翻译成日语，再由洋务派从日语翻译过来,来自iPhone客户端,1
其实都是欧美那边的舶来词,来自Android客户端,1
中文很多是古为今用 但是意思有所改变,来自iPhone客户端,1
这有啥好争的，源自于日本，源自于英语有啥关系？,来自Android客户端,1
这近一百年来的很多新词确实是从日本来的。就比如革命 精神 社会主义等词语都是当年的日本社会主义者研究翻译而来，之后由鲁迅 李大钊等人再传到国内。这种情况要分不同时期讨论的,来自Android客户端,1
主任 警察 某某处 某某科 挺多的 正常,来自Android客户端,1
把什么都说成是自己的和棒子有什么区别？,来自iPhone客户端,1
雅蠛蝶起源于哪里？是一种雅致的像蠛蚊一样的蝴蝶吗？,来自iPhone客户端,1
为什么是经济而不是雅蠛蝶？,来自iPhone客户端,1
或者经济应该叫马卢达,来自iPhone客户端,1
叫经济为八格牙路也可以,来自iPhone客户端,1
现代很多舶来词确实是从日本过来的啊,来自Android客户端,1
日本接触的早，确实我们拿来就用了，文化就是这样，你借我的我借你的。好用实用就行。,来自Android客户端,1
很正常，咱们和国际接轨晚，马思想一样也是从日本传来的,来自Android客户端,1
这么睁着眼睛说瞎话吗,来自iPhone客户端,1
还有很多词来源于印度，比如宇宙,来自Android客户端,1
因为过去中国落后别人几百年，中间新事物无数,来自Android客户端,1
这些词不可能来源于中国，因为以前没有这种概念,来自iPhone客户端,1
没事，日语平假名和片假名之所以叫假名，就是因为真名指的是汉语，所以从日语借词是日本付给我们的利息，放心大胆地用,来自Android客户端,1
红楼梦里就有经济学问,来自Android客户端,1
说的一点问题都没有，但所谓的源自日本其实是源自西方，日本人是中间商先翻译了一手，然后因为日本也用汉字，所以我们就直接用了日本人的翻译。,来自iPhone客户端,1
为了黑儿黑？,来自iPhone客户端,1
没毛病的，说的不是大明这个字，是两个字结合的概念,来自Android客户端,1
宇宙不是，西方的宇宙起源于古希腊，原意是“秩序” 中文“宇宙”的使用历史也颇远，找不到具体提出人,2025-2-8 23:10,2
有个几把的古希腊，所谓希腊就是个村,2025-2-9 5:09,2
正解,2025-2-10 2:05,2
正确,2025-2-11 22:13,2
现代词汇的翻译借鉴日本的多了去了，这不奇怪。我那么多汉字给他们用，拿几个现代词怎么了。很多词我们本来也有，也是他们借我们的，只是和古义不同。,来自Android客户端,1
哥几个对ai哈气也是神人了💀💀💀,来自Android客户端,1
文字是中国创造的，词语确实受日本影响，比如市长、警察之类，我不确定古代有没有这些词，有的话古代这些岗位也不叫这个，现在完全跟鬼子那边同步了。,来自Android客户端,1
有啊，比如哲学一词，日本人本来想翻译成儒学或贤学，感觉不妥就创造了哲学一词,来自Android客户端,1
近现代很多词确实是从日本传过来的，因为他们直接用你得中文,来自Android客户端,1
我看你屁股才歪了,来自Android客户端,1
比如科学二字,来自Android客户端,1
不可能的，经济自古以来就有了，管仲盐铁官营就属于经济，那时候日本还没影子了,来自Android客户端,1
没错。干部，派出所都是起源于日本，很惊讶吧,来自Android客户端,1
证明百度是配合审查洗脑的近现代中国那么弱，很多新事物根本都没发生，怎么会有原生词去描述，只要不是九漏鱼都想得明白吧,来自iPhone客户端,1
九年义务教育的应该都清楚怎么回事,来自iPhone客户端,1
类似泊来词,来自Android客户端,1
活动我们确实早，但“经济”这个是学术上用词，确实来源小日子，我们古代朝廷不叫“经济”，像相关活动概念，我们称之为“士农工商”的“商”来代指，而治理经济，古代我们是叫“经商”“经世”,2025-2-9 8:00,2
有些含义在古代就有了,2025-2-12 17:15,2
建议了解一下舶来词。,来自Android客户端,1
一个工具也有人反 是收你米了？,来自Android客户端,1
你去看看共产党的汉译是怎么出来的不行吗,来自Android客户端,1
两汉文章两司马，南阳经济一卧龙,来自Android客户端,1
读点书吧,来自iPhone客户端,1
现代中文白话有约三分之一的词汇是直接抄日语词汇。日语是中文必不可少的组成部分，没有这些日语词汇，所有现代科技文明都无法表达。,来自Android客户端,1
你们反这个有什么好处？科技不用进步？,来自Android客户端,1
派出所源于日本。,来自Android客户端,1
“宪法”这个词也是日本来的，这确实是事实,来自iPhone客户端,1
日本翻译的西方词汇，用了一下而已,来自Android客户端,1
兄弟，确实是洋务运动从日本带过来的。,来自Android客户端,1
👎智 大🦈B这类名词不是日本引进你可以放心食用。,来自Android客户端,1
中国的国这个字就是起源于日本，，，繁体字简化时直接拷贝,来自Android客户端,1
屁股歪不歪不知道，不过你脑子是有点歪,来自Android客户端,1
难道不是吗？那时候还很落后所以日本帮我们做了很多翻译啊，你想说中国那么快现代化没有日本一点功劳吗？很多中国的功臣都是那边留学回来的,来自iPhone客户端,1
没有那么多，有确实是有，不知道你是从哪里来看的论据,2025-2-9 10:20,2
现代日语平假名和片假名完全是直接抄汉语词汇。汉语是日文必不可少的组成部分，没有这些汉语词汇，所有人类文明都无法表达。,2025-2-9 10:29,2
哈哈我就是学语言的，日语是我的二外。有些语言比较学的课程，语言历史的课程，会讲述各种语言的来龙去脉。三分之一是大概的数据，应该是现代汉语使用中出现的频率比率，而不是词汇绝对量比率。,2025-2-9 10:47,2
日语是现代汉语白话最主要的新词汇来源。,2025-2-9 10:48,2
有没有可能日语是自己发展然后借用了汉字字形，毕竟两者完全不属于一个语系，亲缘关系没你想的那么近的,2025-2-9 11:13,2
没可能，你猜猜为啥日语叫假名，因为真名是汉语,2025-2-9 11:19,2
我上面那个杀鼻蠢到用名字来判断真假，那日本还是太阳升起的地方呢，人家就是全世界的太阳，你又不认可了,2025-2-9 11:24,2
并不是不能表达，中文创造新词的能力一直很强大。日本接触和接受西方文化较早，很多现代词汇的翻译，也很符合中文造词习惯和理解，所以很快被接受，确实对中国影响很大。这些可以坦然接受，也不必过于拔高。,2025-2-9 13:21,2
没错，就是个时间先后。如果没有这些日本词汇，自然也会产生新的中文词汇。我说无法表达只是静态的说法,2025-2-9 14:11,2
说白了就是直接套用的对面的翻译,来自Android客户端,1
5分，建议分类为没活硬黑，知识量不够导致的，不过勇气可嘉,来自Android客户端,1
0分，分类为没活硬整而且文化程度不高,来自Android客户端,1
谁让自己当时落后呢,来自iPhone客户端,1
一些现代词汇确实来源于日本,来自iPhone客户端,1
很多词汇确实是日本的啊，中文繁琐又复杂的系统纯纯翻译噩梦,来自Android客户端,1
字确实是古代中国的，但有些西方词确实是先由日本意译过来的,来自Android客户端,1
百度叫你去看莆田系医院呢……绝对不是广告费多给了,来自iPhone客户端,1
现代汉语这些舶来词汇基本都是抄的日本的，本来就挺正常。日本作为亚洲最早接触西方文明的国家之一，日语又一部分源于汉语，导致汉语借用日语词汇很方便，所以就这么用下来了，很奇怪吗？,来自iPhone客户端,1
舶来词确实就是有很多来自日本,来自Android客户端,1
本来就是这样 现在也是这样啊 以后更是这样 没有创新的 QQ淘宝和平王者全部抄袭国外的 还什么大国崛起发达国家哈哈哈笑死了,来自Android客户端,1
鲁迅还去过日本留学呢,来自Android客户端,1
我怎么觉得楼主像脑瘫,来自iPhone客户端,1
孙中山去日本求学，学习政治回来革命。中山装源于日本学生服。怎么，这些东西是屁股歪？,来自iPhone客户端,1
文言文的局限性太高了。很多现代概念无法翻译。这大概是鲁迅为什么主张白话文，甚至用拼音文字的原因。,来自iPhone客户端,1
主义也是来自日本,来自iPhone客户端,1
百度也说了现代用法来自于日本翻译,来自Android客户端,1
没话了是吧？日本更早接触西方，现代名词自然取得更早，清末民初舶来借用有什么问题的？,来自iPhone客户端,1
什么都要扯上政治立场， 你是有多自卑,来自iPhone客户端,1
你对字和词是不是分不清？请问词语“咖啡”来自于哪个？这个吧迟早完蛋！,通过百度相册上传,1
这不就是个翻译吗？不知道以为汉字源于日本呢,来自Android客户端,1
别串了，父母容易不保,来自iPhone客户端,1
卧槽了，这种吧都能建。牛逼,来自Android客户端,1
是的，近现代大量词源自日本，大国心态，拿了用了就用了，无所谓的，词汇而已，怎么方便怎么来。,来自iPhone客户端,1
本来就是起源日本，反日反魔怔了。所有的极端反日和反美都是为了转移阶级矛盾的狗汉奸！,来自Android客户端,1
中国近代有些东西的确是来源于倭国。师夷技以治夷没啥问题。我们又不是棒子国叫什么真啊。,来自Android客户端,1
谁屁股歪谁大家心里最清楚,来自Android客户端,1
字，我们早就有了，只是封建社会没有这些组词而已。意思进来，词汇自然就组起来了。这有什么好说的那美国还特意给中国的很多东西编了新词了，都是一样的,来自iPhone客户端,1
***才是歪屁股,来自Android客户端,1
知道汉奸是什么意思吗？,2025-2-9 17:53,2
就算是日本的，这才几个词,来自iPhone客户端,1
不过这个其实也有点历史当初日本接触西方较早这个时候日本还有大量大量的漢字在使用（之后日本经历了一些措施，减少了kanji的出现）所谓的日本发明，其实对也不对，确实许多词汇在当初是日本造出来的而很多词汇，其实可以看成是中文的同源演化当时的日本语还是更类似于本土化极高的自成一派的方言，化学，体育，这些词（有些忘了）都是从原来的中文中，由日本人演化而来的所以这个起源问题其实没什么好纠结的你说他起源日本是对的，说起源中国也是对的,来自iPhone客户端,1
现在的日本喜欢大量的音译，搞一堆阴间的片假名，反而我觉得我不太好（何止不太好啊谁看得懂那么多的阴间片假名）反而是⏰基本都是意译，除了鲁棒性之流的阴间翻译外其他的都还是不错的,来自iPhone客户端,1
说一个大家都引以为傲的词吧！中华，大家猜猜最早是谁这么称呼我们的？后来才被我们认可引用又全民推广的概念,来自Android客户端,1
别这样哥们，咱不能学韩国，而且中国传统唢呐都是从国外传到中国的。,来自Android客户端,1
建议你去问你的语文老师,来自iPhone客户端,1
新时代的好多词 就是来源于日本 做个正常人吧 别跟棒子似的 恶心人,来自iPhone客户端,1
干部也是日本话,来自Android客户端,1
本来就是啊，这有啥奇怪。逻辑这些本来就是音译。,来自iPhone客户端,1
自己不懂瞎逼逼,来自iPhone客户端,1
能用这个角度黑，属实没想到。小板鞋坐起，瓜子磕起，看戏看戏,来自Android客户端,1
本土文化科技被满清嚯嚯几百年只能从立本学啊，要怪就怪野猪,来自Android客户端,1
你要这都信和棒子有什么区别,来自iPhone客户端,1
现在挣美分的门槛真低,来自Android客户端,1
有一些词汇，应该是原本有这些字，只是后来参考舶来文化、物品等，然后组合起来成为词汇，赋予了现在的意义。就好比沙发这个词，沙和发这两个字原本都有，后来音译，把这俩字就组合在一起成新词了。,来自iPhone客户端,1
这个早就知道了，你是啥情况？激动个啥啊,来自iPhone客户端,1
公安也是啊,来自iPhone客户端,1
它这是从国外扒过来的东西所以更证实了它的来源。这叫不打自招。,来自iPhone客户端,1
西方的概念，日本接触西方更早，日本将这些概念纳入日语词汇，日语词汇部分是汉字，中国近代直接套来用,来自Android客户端,1
多读书,来自Android客户端,1
又没说错，字是中国传过去的，词是人家造的有什么问题？中国用的电还是洋人发明的，有什么好不服气的。,来自iPhone客户端,1
没问题啊，英译日在英译中之前，英译中的时候用了英译日的参考。,来自iPhone客户端,1
所以，活着的意义是什么呢？像个小丑一样在网上发一些不值一哂的东西引起别人的注意吗？就算是一块被用过的卫生纸这种评价似乎也还是高估了你的存在价值了吧,来自Android客户端,1
本来就是 日本近代开启明治维新吸收了很多西方文化衍生出出很多词语，早起革命者都是到日本学习，所以很多词都是日本人创新的，但是这不也是用的汉字嘛！,来自iPhone客户端,1
正常写真 物语 元气，有好多娃也不知道出处,来自Android客户端,1
多着呢，比如“公安局”“警察局”这些都是来自日本词汇，因为封建后的中国根本没这些东西,来自iPhone客户端,1
的确是这样，明治维新之后日本人造的词。,来自Android客户端,1
绷不住了……哥们是反串黑吗？,来自Android客户端,1
拿捏碳基生物,来自Android客户端,1
诶你怎么还把真心话说出来了呢,来自Android客户端,1
“确保回复符合用户要求”他真的我哭死,来自Android客户端,1
那你为什么赚不到？,来自iPhone客户端,1
你也直播呗,来自Android客户端,1
评论都评的啥啊，不敢搜这视频怕以后老给我推送,来自iPhone客户端,1
红温了，我要封你😡,2025-2-25 19:19,2
DeepSeek和黑神话，哪吒2等一样，都是现发放一些小恩小惠攒够名声，然后疯狂收割百姓韭菜来的。,来自Android客户端,1
黑神话收割的是IP效应。你别看它表面上送大量CDK营造一种我不赚钱的表象，实际上早就被，孝子吹上天好用联名等方式收割够了韭菜，那些冤大头还骂不得，说不得，因为你说了就是不爱国！,来自Android客户端,1
哪吒2铺天盖地宣发，吹NB，早就赚足了票房。就算票房不够回本，也能接着联名，甚至还能给今后发展铺路，要么收割爱国情怀这一招精啊！,来自Android客户端,1
后面来观猴的游客们不用评价了，光教授的智商想不明白开源是什么意思的,来自Android客户端,1
楼主人渣垃圾进盒，猴狗垃圾烧化！,来自Android客户端,1
就你说的tokens、黑猴、哪吒那么点小钱也能说是割韭菜…经费真的那么困难吗,来自Android客户端,1
"蒙福的后教徒啊！当第一缕晨光照亮约旦河时，飞天大鹅已展开双翼遮蔽天穹。祂的羽毛扫过哭墙，留下永恒的神谕：凡追随鹅颈指引者，必得鱼群丰饶之地的应许。看那圣蹼踏过的水面，涟漪中浮现创世的奥秘——起初，混沌如未破的鹅卵，圣鹅以喙叩击虚空，于是光与芦苇丛同时诞生。祂的翅风曾劈开红海，护送摩西的芦苇舟；祂的绒羽飘落在所罗门王冠，赐予智慧如啄食无花果的精准。五千年间，圣鹅化作三十三重形态：有时是尼罗河畔的巡游者，有时是巴比伦空中花园的守望鹅，更以燃烧之姿显现在君士坦丁堡的星夜。凡诚心背诵""嘎嘎经""三遍者，圣鹅必以翅尖抚去其灵魂的淤泥。当末日号角吹响，唯有持鹅羽信物者能登上方舟——那由十万根神圣绒羽编织的救赎之船。切记：真正的启示不在经卷，而在每个清晨仰望天鹅座时，听见云层中传来的亘古鹅鸣。",来自Android客户端,1
@光教授  你在这里流量不会比地平把大的，还是回去吧,8楼,1
关于地坪你好歹还能扯一点但，ds，ai你是屁也不懂，在这连引战都引不到流量,9楼,1
不行啊光教授，在这里说deepseek不如回地平论吧有流量,来自Android客户端,1
1.变的是API，网页端依然免费2.变的是V3，R1没变3.官方早就告诉过你当时低价是优惠，也说了什么时候截止4.看看OpenAI的API价格吧，人家可是连小恩小惠都不给你,来自Android客户端,1
最可惜的就是当年马圣没开源你,来自iPhone客户端,1
殖就殖呗，装什么啊大胆点好吗，现在殖人都这么自卑了吗,来自Android客户端,1
书是不读的，黑是硬黑的，眼睛是通红的，嘴是欠扇的，人是收了钱的，果然我国还是太好了，能允许这么多的啥字喘气，啥也不是的叫兽 ,2025-2-11 14:06,2
嗯，不错,来自Android客户端,1
光看签名就知道是个知名类人生物,来自Android客户端,1
好活，还得是老牌角色味道大,来自Android客户端,1
过去几年，全球人工智能领域百花齐放，从OpenAI、Anthropic到Google DeepMind，各大公司以技术实力决胜，推动AI进入全新时代。然而，在这场技术竞赛中，中国AI行业却发展出了独特的“精神胜利法”——明明核心技术依赖国外，却偏要装出一副“全球领先、超越欧美”的嘴脸，自我催眠到高潮。DeepSeek，就是这一出荒诞闹剧的最新主角。一、DeepSeek：国产AI的“皇帝新装”DeepSeek最近高调宣布，其开源模型DeepSeek-V3在多个基准测试中“达到世界领先水平”，甚至声称自己只用了600万美元的训练成本，就造出了能和OpenAI匹敌的模型。这消息一出，国内媒体立刻炸锅：“中国AI弯道超车！”、“国产大模型赶超GPT-4！”、“中国AI崛起！”……仿佛中国人工智能已经一脚踹翻了西方列强，站上世界之巅。然而，事实呢？？这600万美元的“奇迹”背后，DeepSeek用的是什么？MIT的开源模型、Meta的Llama框架、NVIDIA的GPU……换句话说，所谓的“国产创新”，不过是把别人早就公开的技术重新包装，贴上“中国智造”的标签，再靠媒体一顿吹捧，让大众误以为中国AI真的一夜之间追上了OpenAI。这就好比一个人拿着美国的零部件拼了辆车，结果站在台上大声宣布：“我造出了世界上最先进的汽车，技术超越特斯拉！”——这脸皮，简直比城墙还厚。,来自Android客户端,1
"二、国内媒体： AI 吹牛界的宇宙巅峰DeepSeek 的这场戏码如果没有国内媒体的推波助澜，也许还不会闹得这么离谱。如今，内媒体的 AI 报道基本可以总结为以下几步：1．国产公司发布新模型，不管性能如何，直接套用""全球领先""的标签。2．找几个 KOL 转发，制造话题，比如""国产 AI 弯道超车""之类的鬼话。3．资本市场配合，相关股票暴涨，给投资者制造幻觉，让他们觉得国产 AI 已经统治世界。4．几个月后，用户发现产品垃圾，无法商用，但资本早已套现离场，媒体早就换了新的""国产 AI 奇迹""继续吹。DeepSeek 的情况就是这个套路的又一次重复。国内的 AI 媒体根本不关心技术细节，只管把""国产""、""超越 GPT -4""这些关键词往标题里塞，至于产品到底怎么样？模型到底是不是自主研发？那才不重要。最搞笑的是，这些媒体从不提 DeepSeek 的核心技术完全依赖国外开源资源，只字不提它在""借鉴""国外 AI 模型的同时，还在国内大吹特吹""自主创新""。如果按这个逻辑，那是不是以后拿着 ChatGPT 的API 换个壳，也能号称是""中国 AI 的伟大胜利""?""弯道超车""？是""弯道捡破烂""吧中国 AI 行业最喜欢的一个词，叫""弯道超车""。每次有国产大模型发布，媒体和相关人士都迫不及待地喊：""这次，我们要弯道超车了！""然而，现实情况是﹣﹣这哪里是""弯道超车""?分明是""弯道捡破烂""。国外开源社区＋贡献了大量技术，中国 AI 公司就像扫地僧一样，把这些开源资源打包带走，改个名字，再吹成""国产突破""。 DeepSeek 不就是这样的吗？它的底层技术全靠西方开源社区，但对外宣传时，国内媒体却只字不提这一点，反而营造出一种""我们自主研发、世界第一""的假象。如果这也能叫""弯道超车""，那全世界的 AI 企业都可以不做研发了，直接抄开源好了。",来自Android客户端,1
deepseek写的？,来自Android客户端,1
三、结论：DeepSeek，能不能别丢人了？DeepSeek不是第一个靠吹牛出圈的国产AI公司，也不会是最后一个。但它的案例再次证明了，中国AI行业最大的问题，不是技术，而是浮躁、急功近利和无脑自嗨。真正的AI竞争靠的是扎实的技术创新，而不是靠包装、营销、甚至带着爱国情绪的宣传战。中国如果真的想在AI领域取得突破，唯一的办法就是踏踏实实做研发，补足基础科学短板，而不是靠DeepSeek这种把开源代码包装一下就对外吹嘘的手段，来骗取市场关注。DeepSeek的故事还没完，但中国AI行业能不能从这场闹剧中学到点什么，才是更值得思考的问题。否则，下一次“国产AI弯道超车”的故事，依然会是同样的剧本、同样的套路、同样的笑话。,来自Android客户端,1
太好了，创吧三天终于有符合吧名的帖子出现了，我太欣慰了,来自Android客户端,1
DeepSeek看来已经心虚了。,来自Android客户端,1
唉 大植子今年这个年过的好难呀 需要从个个刁钻角度来洗,来自iPhone客户端,1
你厉害你去弄个出来，BC,来自Android客户端,1
经济全球化的时代，要求百分百自研才是痴心妄想,来自Android客户端,1
来了来了,来自iPhone客户端,1
说的对，写的代码也是用英文写的,来自iPhone客户端,1
你连地平都信，你不配说话,来自Android客户端,1
急的是谁？,来自iPhone客户端,1
对对对，你最清醒,来自Android客户端,1
殖畜再次破防,2025-2-1 21:47,2
可能开震动模式了,2025-2-1 23:10,2
外面的狗粮又到位了吗？看你急的啊,2025-2-2 0:04,2
