content,create_time,ip_location,like_count
你所谓的好用，可能仅仅是因为豆包不卡。。。。。,2025-2-1 9:52,,139
哈哈哈,2025-2-3 13:11,,4
确实哈哈,2025-2-4 19:49,,0
你还不懂什么叫AI,2025-1-31 23:45,,25
分析过同样的问题，我体感ds的回答更精准,2025-1-31 23:39,,14
我觉得目前deep seek 还不太还用,2025-2-5 21:53,,0
需求不一样,2025-2-5 13:00,,0
豆包是语音百度 [看],2025-2-3 12:48,,1
豆包玩玩智能体还行,2025-2-3 12:46,,0
豆包功能多，日常确实更方便。DS是模型本身特强。,2025-2-3 11:25,,1
一比较豆包确实是个新兵蛋子[捂脸],2025-2-2 14:09,,1
豆包在他面前就是一个新兵蛋子[尬笑],2025-2-1 23:29,,1
普通人用ai无非一些简单的问题，豆包/小爱/小度都一样,2025-2-1 22:16,,1
我试过问同样的问题，ds回答更好,2025-2-1 15:36,,2
我也觉得,2025-1-31 23:37,,0
不会,2025-1-31 20:02,,2
你说的算？,2025-2-1 4:53,,2
显卡还是重要的    显卡强，算法会更好,2025-2-2 18:10,,1
这个重要吗？现在？[捂脸][捂脸][捂脸],2025-2-2 23:24,,0
不重要吗[看],2025-2-2 23:34,,0
用国产的显卡这很重要[灵机一动],2025-2-3 10:22,,1
你说的算[赞],2025-2-5 15:13,,0
算法是需要芯片的，,2025-2-6 10:58,,0
根本不挨着,2025-2-5 18:27,,0
以后估计不会用这个东西了，英伟达估计要被淘汰,2025-2-4 18:15,,1
不会，在中国反而更难买到高端显卡了,2025-2-4 10:50,,3
为什么要降价？,2025-2-3 22:57,,0
肯定会，但不会这么快,2025-2-3 21:06,,1
这是有些困难了,2025-2-3 16:02,,1
拉我,2025-3-22 0:56,,0
一起,2025-3-3 20:04,,1
一起,2025-2-26 22:55,,1
一起,2025-2-26 19:06,,1
一起,2025-2-25 23:20,,1
一起[比心],2025-2-24 18:49,,1
一起,2025-2-23 11:22,,1
一起,2025-2-22 21:27,,1
我宁愿相信你，都不回去相信他们[看],2025-2-23 13:22,,0
全网就你最真实[比心],2025-2-21 15:43,,0
用他创歌的人都赚上万了[泣不成声],2025-3-2 14:04,,0
我的天快给我听听,2025-3-5 12:33,,0
咋改的[展开说说],2025-3-8 2:41,,0
那个七天爱人,2025-3-2 14:04,,0
毕竟ai,2025-3-2 13:02,,0
人家不是湛江的吗,2025-2-19 8:35,,8
[捂脸]哈哈哈,2025-2-20 6:34,,1
他为什么要免费了有谁懂吗？,2025-1-31 16:18,湖南,24
以后会不会有一台核磁共振或者 ct 或者验血机器机器就给出诊断结果给出药物？,2025-1-31 14:14,广东,53
对DeepSeek表现出极度夸张震惊的，很多是之前没有使用GPT的习惯，或者限于技术没用上，所以会特别感到震惊。目前来看，逻辑严密性，DeepSeek还是不如GPT 。DS经常会过度演绎，缺乏对指令的边界，它的生成是发散性的，就像一个过度热情的招待，你都没法好好吃饭了。,2025-2-25 9:01,福建,10
秋芝：此视频文案来至于 deepseek [捂脸][捂脸],2025-1-31 17:31,广东,151
帮我问问为啥传统黄酒没人喝了[逞强落泪],2025-3-3 21:42,浙江,3
下载了 不赚钱 一天才赚2亿[泪奔],2025-2-21 23:05,江苏,2
为什么我觉得豆包更好用 deepseek总宕机呢,2025-2-7 20:11,辽宁,4
这不是雷军的软件吗，怎么又小公司了,2025-1-31 15:10,安徽,6
我都后悔买了一年的文心一言,2025-2-3 6:59,福建,9
感谢DeepSeek 一周挣了1万,2025-2-19 1:16,广东,21
deepseek和纳米AI那个更厉害？,2025-2-8 23:34,陕西,7
"我就想知道，这个DS,我能用来干什么？[捂脸]",2025-2-8 7:33,辽宁,2
可以做产品ppt吗？,2025-2-1 8:58,吉林,10
英伟达已经加入了[看],2025-1-31 17:23,山西,12
没有便宜嘛，用了压根不要钱。,2025-3-24 10:08,河南,0
[呲牙]AI就是一个大数据模型算法。,2025-3-7 8:43,广东,2
如果同样硬件，deepseek是不是会碾压现有模型？,2025-1-31 19:06,江苏,36
deepseek是什么意思,2025-1-31 21:41,厄瓜多尔,5
我怀疑你的文案就是deepseek做的[捂脸],2025-2-1 20:09,辽宁,68
从头到尾，我愣是没听懂一句话 [微笑],2025-2-4 22:38,广东,18
免费的才是最贵的 你感觉免费是因为有别人已经替你的未来 出钱了 你可以查一下 [泪奔],2025-1-31 17:46,,72
别管未来，现在省的才是真省的,2025-1-31 18:42,,16
靠海量大众的数据投喂，全国人不停的训练它，节约成本，效果可观,2025-1-31 21:40,,41
母公司是炒股的，估计是想做空美股。要是上面知道这玩意这么强，不可能让他开源,2025-2-5 22:59,,2
靠大厂定制服务赚钱,2025-1-31 23:54,,1
参考一下安卓,2025-1-31 18:44,,0
西医内科可以被取代了[赞]中医不可以,2025-1-31 15:55,,14
对望闻问切,2025-2-1 2:38,,1
西医来源于中医,2025-2-3 18:57,,1
现在不是吗[捂脸],2025-1-31 14:18,,5
以后？现在你咋看的病啊 [捂脸],2025-1-31 15:54,,2
能搞,2025-1-31 15:23,,3
这就是它潜力之处。 一个特别听话按规矩办事的下属，一个很有想法但是目前能力还有待发展的下属。哪个有更大可能性,2025-3-5 8:21,,1
确实，过度演算提醒他去聚合有时候他会再次发散，有些答非所问,2025-2-25 12:17,,1
[灵机一动][灵机一动],2025-1-31 21:11,,36
呦呵，又看到你了[不看],2025-3-3 21:45,,1
100%纯粮酿造的都没人喝嘛[逞强落泪],2025-3-3 21:56,,0
江浙沪有市场，其他地方难说,2025-3-3 22:03,,1
oyhhyyu,2025-3-3 21:58,,0
盐都不盐了[捂脸],2025-2-23 1:31,,0
666,2025-2-22 19:17,,0
现在每时每刻都有外国黑客攻击,2025-2-8 1:26,,7
豆包除了不卡外还有哪里好？回答的那些答案都没什么用，更别说创新了………,2025-2-7 20:44,,5
豆包算力不行,2025-2-10 20:43,,0
如果好用的定义是谁的响应速度更快，确实是豆包完胜,2025-2-7 20:31,,4
而且豆包还能直接生成图片，deepseek看了一生成文字，在去别的app生成图片。但是这个文字生成，deepseek免费。文字方面思考更深，但我目前还在用豆包，，，,2025-2-12 11:52,,0
什么时候成了雷军的了？,2025-1-31 15:12,,6
貌似是雷军旗下的一些投资公司撒豆子，撒到了一丢丢,2025-1-31 15:16,,3
雷军本人知道吗,2025-1-31 19:37,,1
这和雷军有什么关系？,2025-1-31 15:17,,1
已经可以退款了吧[发呆],2025-2-20 20:52,,0
百度的文心一言不行,2025-2-4 20:45,,0
我跟你差不多,2025-2-19 1:21,,0
真的假的,2025-2-19 1:34,,1
肯定假的啊,2025-2-19 21:46,,5
一只股五千多赚一万应该容易吧,2025-2-21 22:54,,0
我才赚了8K多,2025-2-23 9:23,,0
怎么搞,2025-2-23 8:05,,0
感谢ds~已经在北京二环买了一套四合院,2025-2-19 12:38,,1
还是你成功,2025-2-19 13:59,,0
纳米相当于就是个壳子，ds是里面的机器,2025-2-10 9:56,,1
纳米ai是辅助用的[捂脸][捂脸],2025-2-9 1:53,,3
感觉纳米更厉害[捂脸],2025-2-8 23:56,,0
和ChatGPT一样,2025-2-8 13:48,,0
所以能干什么,2025-2-13 16:16,,0
？？就是AI可以让他帮你处理问题啊[捂脸][OK],2025-2-13 16:58,,0
所以他能帮我解决存款的问题吗,2025-2-13 17:06,,0
wps的Ai可以,2025-2-3 13:48,,0
太简单了[捂脸][OK],2025-2-1 9:14,,4
嗯，我试了一下，它只是给一个大纲,2025-2-1 10:04,,0
对,2025-2-1 10:17,,0
可以,2025-2-1 9:08,,0
老黄瞬间加入 [看],2025-2-4 0:25,,3
这是啥，我对这方面不了解，真的不了解,2025-2-5 23:42,,1
你搞一个[看],2025-3-7 10:00,,0
说得轻巧！将一坨泥土手搓到计算机，也就是计算机科学与技术就是大工程，堪称曼哈顿计划。[捂脸]一条河流的水都扛不住！,2025-3-7 10:04,,0
[呲牙]借鸡下蛋。我懂！,2025-3-7 10:19,,0
现在就比gpt强很多，要是一样美国不会慌,2025-1-31 19:10,,54
和GTP争第一吧，打得有来有回，能火是因为成本低,2025-1-31 23:40,,4
在开源且性能一致的前提下，,2025-1-31 23:41,,3
gpt 20美刀200问好像是 deepseek免费 能比吗,2025-2-1 12:57,,1
不是，好像是成本低只有gpt二十分之一，而且免费使用,2025-1-31 22:25,,0
现在是相同结果，但是GPU数量少档次低,2025-1-31 22:31,,1
深度求索,2025-1-31 21:43,,6
"A挨智能
一个中国智能的名称",2025-2-1 6:32,,1
深度求索,2025-1-31 21:43,,2
不要用怀疑两个字[捂脸],2025-2-1 20:20,,13
以后说不定全都是ai写的文案了,2025-2-2 21:36,,0
文秘行业消失了,2025-2-7 7:56,,3
去调怀疑,2025-2-2 19:49,,0
我觉得就是Ai技术吧[看],2025-2-5 8:52,,0
会不会是你。。。。。,2025-2-4 23:14,,0
说白了，AI就是一个庞大的数据库，然后通过芯片处理人类需要什么，它就从数据库里面读取和提供什么，就像机器人机械一样运作，远远赶不到人类灵活的身躯和思维及实操，永远只能作为人类的铺助而已[感谢][感谢][感谢],2025-2-25 21:12,广东,11
AI确实是随机但是ai能给我们带来方便性  当我们不懂彩票规则想做公益可以理性选择AI,2025-2-20 11:00,北京,1
说的啥，我真的没听明白,2025-2-1 8:51,黑龙江,4
博主怕是用deepseek写的文章[捂脸],2025-1-31 22:15,湖北,1499
[捂脸][捂脸]给我笑发财了,2025-2-20 22:20,湖北,450
中文名叫什么[呲牙]叫不了英语,2025-2-2 16:55,浙江,6
听了半天愣是没听懂，能都软件名翻译成中文吗？,2025-2-1 19:57,浙江,9
感谢deepseek，感谢风口，4 天挣了 2400,2025-2-13 19:32,贵州,11
今天拿它选的彩票，兄弟们明天见！,2025-2-7 17:39,河北,18
请示所有主播在介绍梁文峰和Deepseek时顺便带上湛江二字。谢谢,2025-1-31 14:12,广东,3
我想知道你的这篇文案是用什么IA生成的，我做了各类似的提纲问了deepseek，很有趣,2025-1-31 19:47,四川,74
[赞][赞]啥时候deepseek能做图,2025-1-31 14:16,重庆,52
刚下载了，68元一个月,2025-2-1 10:41,广东,13
他们是怎么赢利的？,2025-2-2 21:58,广东,47
我感觉和其他的ai没什么区别啊[捂脸],2025-2-1 0:51,重庆,61
为什么我的deepseek又蹦了[黑脸],2025-2-2 21:11,四川,13
学deepseek一个星期，已经在海南开了一千平的公司！继续做大做强！,2025-2-17 14:45,海南,106
有没有小白一起组队学ai，一起学习[看],2025-2-12 17:44,河南,771
网站软件免费，公司200人怎么活下来？,2025-1-31 21:44,厄瓜多尔,75
"ds 能火成这样，我是没想到的。
其实 gpt 刚出来更加炸裂，但没有多火，信息封锁还是太厉害了。",2025-2-24 0:18,广东,2
不是每个人都能开飞机，不是每个人都会编程。 是的，AI是个工具，辅助人类。但是大家焦虑的是，人类分层，熟练掌握生产工具并能提高自身生产力的，就会在这个社会结构里占据更多资源。,2025-3-5 8:18,,0
也可能把数据库里的信息有机组合在一起实现创新[捂脸]创造[捂脸],2025-3-2 19:12,,1
前不久有人爆料了一个新闻，说一个人用DS算法买彩票。结果买了好几期，一合计，倒亏5块钱[捂脸][捂脸][捂脸]，哈哈哈,2025-3-6 4:54,,0
也是看运气,2025-3-7 17:56,,0
彩票都是随机的  要是有规律的话  人人都靠彩票挣钱  我个人觉得彩票是一种公益,2025-3-7 17:57,,0
这是用ai预测彩票吗？,2025-2-20 20:42,,1
就是短时间用很小的钱做出了比欧美巨头ai公司厉害的东西，收费还便宜，所以欧美公司急了,2025-2-1 15:56,,10
太感谢了，,2025-2-1 19:24,,0
听不懂+1,2025-2-1 11:48,,0
因为我一句没听懂，但是我听完了,2025-2-1 8:53,,0
我也听完了，也再继续搜能听懂的,2025-2-1 9:02,,0
ds写的咋样[灵机一动],2025-1-31 22:42,,994
噢！我说呢[捂脸]怎么注册不了deepseek,2025-2-1 19:48,,64
真是吗[看],2025-2-1 22:11,,1
1b是啥东西,2025-2-3 5:03,,2
DS真的不是很咋的,2025-2-3 20:32,,1
注册显示错误,2025-2-6 23:15,,2
一听就像大学生做的ppt作业[捂脸][OK],2025-2-7 21:04,,3
可以了,2025-2-8 10:55,,0
可以,2025-2-8 11:53,,1
写得好[赞],2025-2-9 17:58,,0
而且你看到的视频，其实是数字人,2025-2-10 3:58,,0
文笔不输文学专业的本科生,2025-2-18 23:45,,0
逻辑性很强,2025-1-31 23:19,,17
为什么是英文名，中文名不行吗[捂脸]让外国人钻空子，研发东西用中文不行吗[捂脸],2025-3-12 23:43,,0
确实很厉害，我做自动化运维的，告诉他要实现啥功能，写出来的脚本基本都是直接用，太适合摸鱼了[捂脸]，持续思考这个很重要，之前用的一些没得持续思考能力，体验很差,2025-2-19 23:32,,0
门外汉听的一脸懵,2025-2-18 17:54,,0
[捂脸],2025-2-11 23:09,,0
我测试和豆包  确实回的还可以 ~,2025-2-5 11:30,,2
用的a100是谁的,2025-1-31 23:52,,3
英伟达,2025-2-1 9:36,,2
NVIDIA[捂脸],2025-2-1 10:39,,2
deepseek➕即梦ai做视频太火了[捂脸],2025-2-25 11:55,,0
你根本就不会用[灵机一动],2025-2-24 21:43,,0
这小子真是个天才,2025-2-25 21:05,,12
哈哈后来呢,2025-2-28 18:14,,7
Deepseek：臭小子你玩我！,2025-3-16 20:24,,2
它怎么说[泪奔][泪奔][泪奔][泪奔],2025-2-27 12:31,,0
6,2025-2-25 12:38,,0
哈哈哈，有想法,2025-2-23 19:43,,0
他怎么说？[捂脸],2025-2-21 19:44,,4
年轻人有前途,2025-2-21 11:49,,3
[泪奔]你就是明知故犯[泪奔][泪奔][泪奔],2025-2-21 4:36,,2
[捂脸][捂脸],2025-2-25 19:44,,1
深度求索,2025-2-2 17:00,,14
挺自豪的老清朝人[赞],2025-2-6 0:00,,2
学着跟上时代吧,2025-2-2 21:31,,4
Deepseek英文名字不就是深度搜索吗[宕机],2025-2-1 20:02,,5
深度探索！,2025-2-1 20:57,,1
你是懂英文的[尬笑][尬笑],2025-2-2 10:04,,0
他好像懂英文[看],2025-2-2 10:05,,0
2400？后面没加个万？,2025-2-13 21:04,,7
怎么玩的兄弟,2025-2-13 19:36,,1
买股票,2025-2-13 19:57,,3
中了吗,2025-2-8 12:37,,0
你需要训练   把最近10年的中奖数据告诉他   他就推算出来中奖号码范围了   [赞][赞],2025-2-8 11:48,,2
怎么样,2025-2-8 6:25,,1
颗粒无收,2025-2-8 11:38,,3
怎么样,2025-2-8 11:17,,0
[大笑][尬笑],2025-2-8 11:43,,0
我觉得还是加上中国两个字吧,2025-1-31 15:56,,3
顺便说一句，目前的deepseek训练模型数据终止于2023年10月可以理解为它是23年10月的罐头,2025-1-31 23:39,,6
我问了它，它说它知识截至至2024年7月,2025-2-1 1:20,,5
可以试试联网,2025-2-1 10:07,,1
联网暂停咧 [流泪],2025-2-3 11:36,,0
数据应该还在更新吧，不是要应用吗,2025-2-5 11:24,,0
我问的也是截止到 2024 年 7 月,2025-2-1 14:06,,1
AI,2025-1-31 19:51,,1
Ds的声图已经出了好几天了,2025-1-31 14:48,,11
啊？可是app上生不了图,2025-2-1 18:50,,0
还在过年呢,2025-2-1 21:08,,0
你软件都下错了？[尬笑],2025-2-1 21:45,,20
看来是的,2025-2-1 22:45,,2
上当了你,2025-2-23 22:41,,0
免费的,2025-2-2 23:30,,2
怎么下啊请问,2025-2-4 3:39,,0
你下错了吧,2025-2-1 12:33,,2
为什么我的免费[捂脸],2025-2-1 10:58,,2
不可能吧,2025-2-1 11:12,,0
哈哈[尬笑]！给 68 我帮你本地部署[看],2025-2-1 11:06,,2
是官方版哦,2025-2-1 12:24,,0
人家都开源了哪来的收费的[发呆],2025-2-1 13:23,,6
免费的啊，你搞错了吧哈哈哈,2025-2-1 13:27,,0
都开源了，哪来的收费[泪奔],2025-2-1 14:33,,0
是用手机号验证码注册吗,2025-2-3 0:34,,0
可以了，谢谢您[赞],2025-2-1 19:24,,1
谷歌的安卓也是开源的，每年赚了1000多亿美元，生态链建立了，还怕不能赚钱？,2025-2-3 2:03,,24
前期呢？资金怎么来,2025-2-3 7:27,,2
不是说了母公司有钱？,2025-2-3 23:11,,12
deepseek最初是用来炒股的[灵机一动],2025-2-6 20:13,,1
人家是炒股赚钱的[捂脸],2025-2-6 20:14,,0
人家是用人工智能炒股的，不差钱,2025-2-7 18:43,,0
母公司高量化的，不差钱 [看],2025-2-3 16:01,,4
你别管[他急了],2025-2-3 1:33,,0
股市吧,2025-2-2 22:47,,1
你去问它一个高数上的一元二次二阶偏微分方程题目，你会震惊的。它可以求解高数的通解。,2025-2-1 10:49,,44
其他ai不是也简简单单吗[捂脸]这种数学只要是可以计算的,2025-2-1 11:16,,6
你去了解一下二阶线性微分方程求解之难，你去问其他的国产AI，你就知道问题了。[捂脸][捂脸][捂脸],2025-2-1 13:34,,26
大人和小孩,2025-2-1 23:45,,2
不是，我试过gpt，他算错了，而且只是加法，不过我用的是免费的那个,2025-2-2 21:59,,2
大学知识了，与我无瓜[看],2025-2-2 23:56,,0
快了快了[看],2025-2-2 23:57,,0
对[暗中观察],2025-2-3 13:25,,0
我用过感觉，已经有灵魂的雏形了,2025-2-1 13:43,,9
没感觉出来和其他ai产品差不多可能是因为是中国团队做的有点热度吧,2025-2-1 14:05,,0
你问他普通人生活中的一些问题，再问一下别的AI，你可以感受出来的,2025-2-1 23:51,,1
比如呢,2025-2-1 23:53,,0
那你就用其他AI去，少一个占我算力[捂脸],2025-2-7 19:46,,1
差别可大了 豆包你问它一万遍 也是第一次的答案 但是这个会分析很多种,2025-2-3 20:11,,1
真不是，它的开发成本低，而且思考能力更强，不是单纯吃数据当搜索引擎的，是真的在用人类的思维方式思考，你也可以试着问他一些比较深奥的问题，这些方面它能体现出非常强大的文学哲学功底,2025-2-3 18:48,,0
不太一样他好像有思考能力一样[泪奔],2025-2-3 15:34,,0
你用来写代码 就知道差距了[捂脸],2025-2-3 11:47,,1
"他的厉害之处不是在于这里
而是成本   几百万做出别公司百亿的东西
而且性能还能超过百亿的东西
你说美国崩溃不[捂脸]   直接把美国芯片行业击穿",2025-2-3 9:46,,0
你叫他作诗，和其他的比较一下,2025-2-3 1:51,,0
能在国外火出圈，说明跟其他AI不一样,2025-2-2 23:34,,1
能算高数了。我女儿在加拿大说了 别的不行,2025-2-1 11:41,,3
算高数[捂脸]百度都行,2025-2-1 11:42,,1
为啥周杰伦火特别火？会写歌会唱歌的人不少！这个比喻就够了！[看],2025-2-2 13:06,,0
百度是搜索，和ai能一样吗,2025-2-2 22:22,,2
同样的要求，它和其他AI写出来的小说简直是天壤之别[呆无辜]，太厉害啦,2025-2-2 20:33,,0
[呆无辜]普通人不懂区别，也不知道深度思考真正的意义,2025-2-1 17:25,,7
但是它便宜[看],2025-2-1 14:48,,0
主打是便宜懂吗,2025-2-1 10:04,,0
他要的是深度推理模型啊[捂脸]你看国产的推理模型，没有一个比得上他的[捂脸],2025-2-1 9:15,,3
成本也没有区别吗？,2025-2-1 1:03,,2
现在ai竞争方面不是民用感觉，只看官方数据，数值上去了就能占据ai市场,2025-2-1 0:56,,4
你懂你说说看呢我只是从普通使用者来说使用感受,2025-2-2 21:20,,0
自己去用吧，拿了驾照还得上路自己感受才行，,2025-2-3 19:48,,0
这两天一直被攻击，国内外网络正在战斗，希望能熬过去这一段吧,2025-2-2 21:20,,23
显卡不够用,2025-2-3 23:04,,1
我的写同人文呢写着写着没了[憨笑][捂脸],2025-2-2 21:12,,4
你这不行啊，我学了2天，现在都买十套房了,2025-2-17 15:28,,56
你也不行啊、我用了两分钟已经赚2个亿了,2025-2-18 11:27,,24
人均标准不算啥,2025-2-19 0:28,,5
还招人不[流泪]求带啊,2025-3-3 0:10,,0
[捂脸][尬笑],2025-2-22 10:56,,0
我赚了3个亿,2025-2-21 19:42,,0
我学了一个小时已经成全球首富了,2025-2-21 10:31,,0
你不行啊我都赚了20亿了[捂脸],2025-2-20 21:36,,0
我已经上太空了[绝望的凝视],2025-2-18 22:46,,2
我已经亏了499了[看][看][看],2025-2-17 16:30,,2
[泪奔][泪奔],2025-2-18 22:33,,0
里面全是小白[捂脸]互相学习烂知识,2025-2-23 16:49,,74
我我我,2025-2-28 9:49,,2
带带我,2025-3-3 21:45,,1
我我我[大笑],2025-3-5 0:01,,1
加1,2025-3-18 15:37,,1
有啊,2025-3-15 18:04,,1
我我我,2025-3-14 21:36,,0
我我,2025-3-8 1:16,,0
我我我,2025-3-5 11:43,,0
拉我拉我,2025-3-5 0:01,,0
有，农民工可以吗,2025-3-4 17:48,,0
一帮小白学个寂寞啊[捂脸]罗技有问题,2025-3-4 11:16,,0
拉我,2025-3-4 0:03,,0
拉我,2025-3-2 11:42,,1
拉我,2025-3-1 23:39,,1
[发怒],2025-3-1 19:08,,1
拉我,2025-2-28 10:55,,0
加,2025-2-28 9:23,,0
加,2025-2-28 8:19,,1
加,2025-2-28 8:19,,1
拉我[比心],2025-2-28 6:12,,2
拉我,2025-2-28 1:33,,1
拉我,2025-2-27 23:52,,2
拉我,2025-2-27 15:47,,1
拉我,2025-2-27 12:03,,0
拉我,2025-2-27 11:05,,1
拉我,2025-2-26 8:08,,0
拉个群来,2025-2-26 0:13,,0
当大多数人都知道，媒体不断报道的时候，已经晚了。互联网泡沫很快就来[看],2025-2-25 23:27,,0
这么学？[抱拳],2025-2-24 18:48,,0
跪求,2025-2-24 7:42,,1
怎么学,2025-2-23 15:55,,1
怎么来？,2025-2-23 15:55,,0
来,2025-2-23 14:22,,1
我我我,2025-2-23 15:10,,0
拉我,2025-2-23 13:58,,1
拉我,2025-2-23 13:45,,1
拉我,2025-2-23 12:38,,1
拉我一下,2025-2-23 12:10,,1
拉我[流泪],2025-2-23 11:15,,1
拉我,2025-2-23 12:10,,0
拉一下,2025-2-23 11:57,,0
拉我,2025-2-23 11:23,,0
拉我,2025-2-23 10:41,,0
拉我,2025-2-23 10:35,,0
拉我,2025-2-23 9:50,,0
拉我,2025-2-23 9:38,,0
拉一下,2025-2-23 9:30,,0
拉一下,2025-2-23 9:19,,0
拉一下[比心],2025-2-23 9:16,,0
拉一下？,2025-2-23 8:36,,0
拉一下咯,2025-2-23 8:02,,0
拉一下。,2025-2-23 8:01,,0
有吗？,2025-2-23 7:35,,0
一起,2025-2-23 6:48,,0
拉拉拉[干饭人],2025-2-23 4:27,,0
拉我,2025-2-23 3:45,,0
拉我一起,2025-2-23 2:10,,0
来,2025-2-22 23:11,,0
来啦,2025-2-22 22:53,,0
来啦,2025-2-22 22:46,,0
拉,2025-2-22 22:38,,0
啦[呲牙],2025-2-22 22:17,,0
求拉,2025-2-22 22:07,,0
拉我,2025-2-22 22:03,,0
拉一下[鼓掌],2025-2-22 21:52,,0
拉我,2025-2-22 20:37,,0
拉我,2025-2-22 21:25,,0
来,2025-2-22 20:17,,0
来,2025-2-22 20:14,,0
求拉,2025-2-22 17:46,,1
求拉,2025-2-22 17:02,,0
求拉,2025-2-22 16:46,,0
求拉,2025-2-22 16:39,,0
求拉,2025-2-22 16:13,,0
求拉,2025-2-22 15:43,,0
求拉,2025-2-22 15:26,,0
拉我,2025-2-22 15:24,,0
拉我,2025-2-22 15:06,,0
拉我,2025-2-22 14:59,,0
拉我,2025-2-22 14:06,,1
拉一把,2025-2-22 14:01,,0
拉一下,2025-2-22 13:58,,0
拉我,2025-2-22 13:09,,0
拉[流泪],2025-2-22 13:05,,0
一起拉一下,2025-2-22 12:41,,0
拉我,2025-2-22 12:39,,0
拉,2025-2-22 12:17,,0
拉我,2025-2-22 12:08,,0
拉我,2025-2-22 11:58,,0
拉拉拉,2025-2-22 11:14,,0
一起学,2025-2-22 11:02,,0
求拉,2025-2-22 10:02,,0
一起,2025-2-22 9:42,,0
一起学习,2025-2-22 8:24,,0
求拉,2025-2-22 7:52,,0
整起,2025-2-22 7:43,,0
求拉,2025-2-22 6:22,,0
求拉,2025-2-21 23:46,,1
拉我,2025-2-21 23:09,,1
拉我[舔屏],2025-2-21 23:02,,0
拉拉拉～,2025-2-21 22:57,,0
拉我,2025-2-21 22:47,,0
拉我,2025-2-21 22:24,,0
拉我,2025-2-21 22:19,,0
有群吗想学习,2025-2-21 22:09,,0
一起,2025-2-21 21:57,,0
拉我,2025-2-21 21:38,,0
拉我,2025-2-21 21:17,,0
拉我,2025-2-21 21:02,,0
来,2025-2-21 20:14,,0
我想学,2025-2-21 18:36,,0
拉我,2025-2-21 18:33,,0
我[看],2025-2-21 16:35,,0
拉我,2025-2-21 16:10,,0
拉我,2025-2-21 15:28,,0
拉我,2025-2-21 15:06,,0
拉我,2025-2-21 15:06,,0
拉我,2025-2-21 14:51,,0
拉我,2025-2-21 14:41,,0
拉,2025-2-21 14:02,,0
拉我,2025-2-21 12:56,,0
拉我,2025-2-21 11:43,,0
拉我,2025-2-21 11:41,,0
拉我,2025-2-21 11:09,,0
拉我,2025-2-21 10:26,,0
拉我,2025-2-21 9:37,,0
拉我,2025-2-21 9:20,,0
拉我,2025-2-21 9:15,,0
拉我[感谢],2025-2-21 9:13,,0
拉我,2025-2-21 5:00,,1
拉我,2025-2-21 1:00,,0
习惯拉屎，不习惯拉人[捂脸],2025-2-21 0:02,,0
拉我,2025-2-20 23:45,,0
拉我,2025-2-20 23:28,,0
拉我,2025-2-20 23:16,,0
拉我,2025-2-20 23:10,,0
拉我,2025-2-20 23:00,,0
一起一起,2025-2-20 22:19,,0
拉我[送心][送心][送心],2025-2-20 22:07,,0
等你学会连汤都喝不上,2025-2-20 22:10,,1
[流泪][流泪][流泪],2025-2-20 22:14,,0
拉我[泣不成声],2025-2-20 21:41,,0
拉我[泣不成声],2025-2-20 21:39,,0
拉我[泣不成声],2025-2-20 21:19,,0
拉我,2025-2-20 21:12,,0
拉我,2025-2-20 21:02,,0
拉我,2025-2-20 20:32,,0
拉我,2025-2-20 19:58,,0
拉我,2025-2-20 19:54,,0
拉我,2025-2-20 19:52,,0
拉我进去[流泪],2025-2-20 19:29,,0
拉我,2025-2-20 19:27,,0
组队,2025-2-20 12:04,,0
拉我阿,2025-2-20 18:13,,0
wwwww我我我我我我,2025-2-20 18:12,,0
拉我一个,2025-2-20 17:44,,0
加,2025-2-20 16:35,,0
加我[比心],2025-2-20 16:20,,0
我也要,2025-2-20 14:58,,0
➕1🙋🏻‍♀️,2025-2-20 14:16,,1
怎么运用[不是吧],2025-2-20 13:38,,0
拉我,2025-2-20 13:06,,0
我也来一个,2025-2-20 12:41,,0
拉,2025-2-20 12:17,,0
拉,2025-2-20 12:09,,0
组队[鼓掌],2025-2-20 11:30,,0
拉拉手[握手],2025-2-20 11:24,,0
我也要,2025-2-20 11:22,,0
加一,2025-2-20 11:00,,0
拉我,2025-2-20 9:37,,0
我我我[色],2025-2-20 9:27,,0
拉,2025-2-20 9:09,,0
啦,2025-2-20 7:22,,0
拉,2025-2-20 7:16,,1
拉,2025-2-20 4:06,,0
拉,2025-2-20 3:23,,0
拉,2025-2-20 1:05,,0
拉[看],2025-2-20 0:30,,0
有吗？有吗？,2025-2-19 22:56,,0
加一个,2025-2-19 22:45,,0
拉,2025-2-19 22:35,,1
加我一个[抱抱你],2025-2-19 22:27,,1
拉,2025-2-19 22:02,,1
拉,2025-2-19 21:51,,0
拉,2025-2-19 21:12,,0
拉,2025-2-19 20:24,,0
拉,2025-2-19 19:53,,0
拉,2025-2-19 17:39,,1
拉,2025-2-19 17:35,,0
拉,2025-2-19 16:49,,0
拉,2025-2-19 16:00,,0
拉,2025-2-19 15:47,,0
拉,2025-2-19 15:22,,0
拉,2025-2-19 15:11,,0
拉,2025-2-19 15:01,,0
拉,2025-2-19 14:17,,0
拉,2025-2-19 14:09,,0
拉[流泪],2025-2-19 13:22,,0
拉,2025-2-19 13:21,,0
拉,2025-2-19 13:10,,0
拉,2025-2-19 13:08,,0
拉,2025-2-19 13:08,,0
拉,2025-2-19 13:03,,0
